id,carat,cut,color,clarity,depth,table,x,y,z,price
12976,0.32,Premium,G,VS2,62.1,60.0,4.4,4.39,2.73,561
12977,0.3,Ideal,G,VVS2,61.0,57.0,4.32,4.35,2.64,684
12978,0.71,Ideal,F,VS2,61.6,56.0,5.72,5.77,3.54,3102
12979,1.51,Premium,F,SI1,59.6,61.0,7.46,7.36,4.43,10619
12980,1.2,Ideal,E,SI2,61.8,57.0,6.78,6.73,4.17,5269
12981,2.07,Premium,I,SI2,60.8,60.0,8.24,8.2,5.0,13912
12982,0.36,Ideal,F,SI1,61.8,55.0,4.58,4.54,2.82,642
12983,0.44,Very Good,H,SI2,60.3,60.0,4.91,4.95,2.97,841
12984,0.33,Ideal,I,IF,61.8,55.0,4.47,4.42,2.75,965
12985,0.39,Ideal,E,VVS1,60.9,57.0,4.69,4.74,2.87,1300
12986,2.04,Premium,J,SI2,63.0,58.0,8.07,8.0,5.07,12209
12987,0.73,Ideal,E,VS2,60.3,57.0,5.82,5.85,3.52,3265
12988,1.0,Very Good,E,SI2,63.7,58.0,6.38,6.31,4.05,4200
12989,0.31,Good,F,VS2,63.8,56.0,4.29,4.33,2.75,625
12990,0.31,Very Good,G,VS2,62.9,56.0,4.28,4.31,2.7,672
12991,0.7,Premium,F,SI1,60.6,60.0,5.73,5.69,3.47,2409
12992,0.3,Ideal,G,VS1,62.0,56.0,4.33,4.36,2.69,545
12993,0.4,Ideal,G,VS1,60.8,57.0,4.8,4.75,2.91,984
12994,0.57,Premium,G,VS1,59.5,58.0,5.38,5.43,3.22,1750
12995,0.36,Ideal,I,IF,61.5,56.0,4.61,4.63,2.84,736
12996,0.83,Ideal,I,VS1,61.2,54.0,6.07,6.1,3.72,2925
12997,0.3,Good,F,SI1,63.6,57.0,4.25,4.28,2.71,609
12998,0.38,Ideal,F,VS1,61.8,55.0,4.65,4.64,2.87,862
12999,0.26,Premium,E,VVS1,62.8,58.0,4.08,4.06,2.55,769
13000,1.07,Premium,E,SI2,61.0,60.0,6.59,6.54,4.0,4789
13001,0.23,Very Good,G,VVS1,60.6,59.0,4.01,4.04,2.43,415
13002,0.71,Ideal,F,SI1,62.1,56.0,5.74,5.69,3.55,2707
13003,1.01,Good,E,SI1,64.3,57.0,6.37,6.3,4.07,5445
13004,0.92,Very Good,G,SI1,62.3,55.0,6.24,6.19,3.87,4484
13005,1.18,Ideal,F,VVS2,60.8,58.0,6.85,6.89,4.18,10814
13006,0.35,Very Good,G,VS1,62.9,56.0,4.5,4.52,2.84,706
13007,1.51,Ideal,E,SI2,62.8,57.0,7.32,7.28,4.59,11217
13008,0.31,Ideal,G,VVS2,62.4,56.0,4.36,4.34,2.71,907
13009,0.26,Very Good,J,SI1,62.0,57.0,4.11,4.13,2.56,351
13010,0.33,Premium,G,VS2,61.8,59.0,4.42,4.42,2.73,773
13011,0.56,Ideal,D,SI1,61.9,55.0,5.33,5.28,3.28,1722
13012,0.38,Ideal,H,SI1,61.5,55.0,4.66,4.69,2.88,716
13013,1.0,Good,D,SI2,57.6,61.0,6.58,6.55,3.81,4284
13014,0.35,Ideal,F,VS1,61.9,54.0,4.55,4.59,2.83,771
13015,0.7,Premium,F,VS1,64.3,62.0,5.63,5.57,3.57,2816
13016,0.24,Very Good,F,VS1,62.0,59.0,3.96,3.98,2.46,419
13017,2.0,Good,H,SI1,63.8,58.0,8.03,7.98,5.08,14763
13018,0.5,Premium,F,SI2,59.9,60.0,5.16,5.14,3.08,1125
13019,0.41,Ideal,F,VS1,61.4,55.0,4.81,4.84,2.96,1076
13020,0.32,Ideal,E,VS1,62.0,55.0,4.39,4.41,2.73,685
13021,1.5,Good,D,SI2,63.6,59.0,7.31,7.22,4.61,10302
13022,1.35,Premium,H,VS1,61.8,58.0,7.1,7.06,4.37,10548
13023,0.3,Ideal,E,VS2,61.0,56.0,4.4,4.37,2.67,844
13024,0.42,Ideal,G,VS1,62.3,55.0,4.77,4.8,2.98,1085
13025,0.51,Ideal,D,VS2,61.7,55.0,5.14,5.18,3.18,1787
13026,0.32,Very Good,E,SI1,63.3,58.0,4.34,4.36,2.76,720
13027,1.2,Premium,I,SI1,59.9,57.0,6.98,6.94,4.15,5688
13028,1.53,Ideal,E,VS2,61.1,55.0,7.44,7.47,4.56,15178
13029,0.76,Premium,E,SI1,61.7,59.0,5.83,5.85,3.61,2968
13030,1.69,Very Good,H,VS2,63.3,59.0,7.59,7.6,4.79,12644
13031,0.33,Ideal,G,IF,61.8,54.0,4.47,4.49,2.77,926
13032,1.17,Very Good,F,SI2,62.6,58.0,6.68,6.72,4.19,4953
13033,1.02,Ideal,H,SI1,62.9,57.0,6.39,6.37,4.02,4862
13034,2.02,Very Good,E,SI2,62.8,58.0,8.0,8.07,5.05,18709
13035,1.19,Premium,E,SI2,61.8,57.0,6.77,6.72,4.17,6147
13036,1.33,Premium,H,SI2,61.2,58.0,7.12,7.06,4.34,7316
13037,0.32,Ideal,G,IF,62.1,55.0,4.41,4.44,2.75,918
13038,0.42,Premium,E,SI1,62.4,60.0,4.79,4.82,3.0,773
13039,1.06,Ideal,G,IF,61.7,57.0,6.53,6.55,4.03,9533
13040,0.3,Ideal,H,VVS2,61.8,57.0,4.29,4.32,2.66,590
13041,0.71,Very Good,G,SI1,60.2,55.0,5.82,5.85,3.52,2415
13042,0.54,Ideal,G,VS2,61.8,57.0,5.16,5.22,3.2,1571
13043,1.03,Premium,I,SI2,62.8,58.0,6.44,6.4,4.04,3931
13044,0.37,Premium,F,VS2,59.7,59.0,4.73,4.69,2.81,772
13045,0.33,Premium,I,VVS2,60.4,59.0,4.5,4.47,2.71,743
13046,0.33,Ideal,F,IF,61.2,56.0,4.45,4.48,2.74,926
13047,0.71,Very Good,H,VS1,62.0,58.0,5.7,5.73,3.54,2473
13048,0.5,Premium,D,SI2,62.0,57.0,5.06,5.09,3.15,1389
13049,0.3,Ideal,G,VS1,62.3,56.0,4.27,4.3,2.67,607
13050,1.02,Good,E,SI2,63.9,58.0,6.35,6.32,4.05,4149
13051,0.26,Ideal,F,VVS2,61.6,57.0,4.1,4.14,2.54,552
13052,0.91,Ideal,J,VS2,62.0,56.0,6.14,6.17,3.81,3256
13053,1.22,Ideal,H,VS1,61.1,57.0,6.87,6.91,4.21,7213
13054,0.56,Ideal,H,VVS1,60.9,56.0,5.37,5.33,3.25,1966
13055,1.01,Premium,F,SI1,62.3,60.0,6.32,6.28,3.93,5090
13056,1.27,Ideal,G,VS1,60.8,57.0,7.06,6.99,4.27,9355
13057,1.01,Good,H,SI1,62.9,60.0,6.34,6.39,4.0,5084
13058,0.52,Premium,H,VVS2,62.5,58.0,5.12,5.15,3.2,1815
13059,1.03,Ideal,G,VS2,61.5,57.0,6.52,6.5,4.0,6589
13060,2.01,Very Good,D,SI2,60.3,63.0,8.04,8.1,4.89,18236
13061,1.14,Premium,I,VS1,61.5,58.0,6.72,6.75,4.15,4987
13062,1.7,Premium,G,SI2,61.9,59.0,7.64,7.61,4.72,10763
13063,0.5,Very Good,D,SI1,62.8,54.0,5.09,5.14,3.21,1326
13064,2.06,Premium,I,VS1,61.4,59.0,8.21,8.15,5.02,17513
13065,0.32,Very Good,G,VS1,63.1,60.0,4.38,4.35,2.75,828
13066,0.71,Ideal,E,SI1,61.8,54.0,5.77,5.8,3.58,2737
13067,0.5,Very Good,E,SI1,60.4,57.0,5.14,5.17,3.12,1316
13068,0.72,Ideal,H,VS1,61.6,55.0,5.72,5.76,3.54,2530
13069,2.01,Premium,I,SI2,59.3,59.0,8.13,8.07,4.85,13666
13070,0.31,Ideal,D,VS2,62.2,54.0,4.32,4.35,2.7,638
13071,1.12,Ideal,H,SI1,62.2,56.0,6.65,6.68,4.15,5342
13072,0.28,Very Good,J,VS1,62.1,57.0,4.2,4.24,2.62,394
13073,1.01,Premium,H,SI1,61.4,59.0,6.41,6.45,3.94,4809
13074,0.71,Ideal,F,SI1,61.8,56.0,5.73,5.75,3.54,2753
13075,1.53,Premium,I,VS1,59.4,59.0,7.62,7.54,4.48,9781
13076,0.3,Ideal,H,VS1,62.1,55.0,4.32,4.34,2.69,545
13077,0.34,Ideal,I,VVS2,61.4,55.0,4.48,4.44,2.74,765
13078,0.7,Ideal,G,VS2,62.8,56.0,5.65,5.68,3.56,3253
13079,3.0,Ideal,I,SI2,62.1,55.0,9.42,9.24,5.69,17712
13080,0.83,Premium,G,SI1,62.1,58.0,6.02,6.0,3.73,2834
13081,0.32,Ideal,H,VS1,61.9,54.0,4.4,4.43,2.74,561
13082,1.0,Very Good,E,SI2,63.1,54.0,6.35,6.41,4.02,4034
13083,0.53,Ideal,G,VVS2,61.2,55.0,5.26,5.24,3.21,1970
13084,0.57,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1793
13085,0.3,Premium,H,VS1,61.2,60.0,4.3,4.32,2.63,675
13086,1.29,Premium,H,VS2,62.7,59.0,6.89,6.85,4.3,5700
13087,1.04,Very Good,G,VS1,61.6,58.0,6.51,6.46,4.0,6290
13088,0.31,Premium,H,IF,61.0,60.0,4.35,4.38,2.66,1046
13089,0.28,Very Good,F,VVS1,61.5,58.0,4.18,4.23,2.58,683
13090,1.34,Ideal,G,VS2,61.7,56.0,7.12,7.04,4.37,9401
13091,0.32,Ideal,H,VS2,62.4,53.0,4.42,4.38,2.75,630
13092,0.71,Very Good,E,SI1,58.6,63.0,5.85,5.89,3.44,2565
13093,0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
13094,2.01,Very Good,G,VS2,62.8,58.0,7.99,8.01,4.94,17591
13095,0.71,Ideal,H,VS2,62.3,58.0,5.67,5.7,3.54,2938
13096,0.54,Very Good,F,VVS2,60.5,58.0,5.24,5.28,3.19,2012
13097,0.34,Ideal,G,VS2,62.0,56.0,4.46,4.51,2.78,596
13098,0.38,Ideal,F,SI1,61.9,55.0,4.66,4.63,2.88,969
13099,1.54,Ideal,H,VS1,61.4,57.0,7.43,7.39,4.55,11167
13100,0.31,Premium,G,VVS1,61.9,58.0,4.35,4.37,2.7,816
13101,2.24,Premium,H,SI2,61.6,58.0,8.41,8.34,5.17,15740
13102,1.21,Premium,G,VS2,62.9,59.0,6.81,6.77,4.27,6906
13103,1.01,Ideal,F,SI1,62.5,57.0,6.45,6.43,4.03,4759
13104,0.51,Ideal,E,SI1,62.1,57.0,5.09,5.13,3.17,1304
13105,1.01,Ideal,G,VVS1,60.9,57.0,6.47,6.58,3.98,8176
13106,1.01,Ideal,H,SI1,61.6,56.0,6.45,6.52,3.99,5149
13107,0.71,Ideal,I,SI1,62.3,56.0,5.7,5.73,3.56,2142
13108,2.01,Premium,I,SI1,59.6,59.0,8.22,8.18,4.91,13278
13109,0.4,Good,F,SI1,63.3,57.0,4.73,4.69,2.98,796
13110,1.07,Premium,E,SI2,59.5,58.0,6.61,6.65,3.95,5491
13111,2.01,Very Good,E,SI2,63.1,57.0,8.01,7.98,5.05,13340
13112,0.41,Very Good,D,VS1,63.5,56.0,4.68,4.71,2.98,991
13113,0.52,Premium,F,VS2,61.8,59.0,5.16,5.13,3.18,1573
13114,0.31,Ideal,E,VS2,61.4,56.0,4.36,4.38,2.68,682
13115,0.9,Very Good,H,VS2,63.0,60.0,6.11,6.12,3.86,3903
13116,0.3,Very Good,G,SI1,62.4,54.0,4.29,4.34,2.69,477
13117,1.0,Good,F,VS2,63.4,58.0,6.29,6.34,4.0,6462
13118,0.5,Premium,F,VS2,62.4,59.0,5.09,5.06,3.16,1605
13119,0.54,Ideal,E,VS2,62.7,57.0,5.15,5.11,3.22,1637
13120,0.9,Premium,J,VS2,62.6,60.0,6.14,6.1,3.82,2961
13121,0.4,Ideal,H,VVS1,61.7,56.0,4.74,4.77,2.93,1157
13122,1.02,Very Good,E,SI1,62.0,57.0,6.39,6.45,3.98,5746
13123,1.02,Very Good,G,VVS2,63.1,57.0,6.43,6.37,4.04,7535
13124,1.3,Ideal,G,VS1,61.0,55.0,7.04,7.08,4.31,10863
13125,1.22,Ideal,F,VVS2,61.7,56.0,6.79,6.86,4.21,9498
13126,1.23,Very Good,I,VS2,61.3,61.0,6.86,6.93,4.22,6494
13127,0.35,Ideal,H,VVS2,61.4,57.0,4.56,4.59,2.81,706
13128,1.7,Premium,I,SI2,61.3,62.0,7.51,7.59,4.64,8736
13129,0.31,Very Good,G,VVS2,63.1,58.0,4.32,4.29,2.71,730
13130,0.31,Premium,F,IF,60.9,58.0,4.33,4.36,2.64,916
13131,0.32,Ideal,G,SI1,62.1,54.0,4.42,4.46,2.76,499
13132,1.0,Premium,G,VS2,61.9,58.0,6.36,6.4,3.95,6296
13133,2.03,Premium,H,SI1,60.9,60.0,8.15,8.23,4.98,17330
13134,1.51,Premium,G,VS1,62.8,58.0,7.24,7.29,4.56,13811
13135,0.3,Premium,E,VS2,62.1,60.0,4.3,4.24,2.65,844
13136,1.21,Ideal,H,VS1,61.7,56.0,6.82,6.87,4.23,8907
13137,0.51,Ideal,E,SI2,60.6,56.0,5.21,5.17,3.14,1272
13138,0.4,Good,F,SI1,63.1,55.0,4.68,4.74,2.97,737
13139,0.7,Ideal,D,VS2,62.3,56.0,5.7,5.73,3.56,3291
13140,1.61,Ideal,D,SI2,61.2,57.0,7.55,7.53,4.61,10286
13141,1.01,Ideal,D,SI2,61.7,57.0,6.43,6.39,3.95,5114
13142,0.31,Premium,D,SI1,61.7,58.0,4.33,4.35,2.68,732
13143,0.33,Ideal,G,IF,61.3,55.0,4.46,4.43,2.73,1116
13144,0.9,Ideal,G,VS1,61.5,56.0,6.2,6.24,3.82,4689
13145,1.52,Premium,G,SI2,61.8,60.0,7.39,7.37,4.57,10302
13146,1.2,Very Good,H,VS1,62.8,57.0,6.74,6.68,4.22,6947
13147,0.33,Ideal,H,VS1,61.2,56.0,4.44,4.46,2.72,579
13148,1.17,Very Good,H,SI2,63.6,57.0,6.75,6.71,4.28,4455
13149,0.33,Ideal,G,VVS1,62.1,55.0,4.46,4.42,2.76,1114
13150,0.33,Very Good,F,VS2,63.4,55.0,4.39,4.36,2.78,666
13151,0.31,Very Good,G,VVS2,62.3,55.0,4.35,4.41,2.73,627
13152,0.51,Ideal,D,VS1,62.1,57.0,5.13,5.1,3.18,1779
13153,1.66,Ideal,H,VVS2,61.3,56.0,7.62,7.64,4.68,16294
13154,0.53,Ideal,E,VS2,61.5,55.0,5.2,5.23,3.2,1624
13155,1.01,Premium,G,VS1,63.0,58.0,6.31,6.34,3.98,6285
13156,1.01,Premium,F,SI2,60.3,57.0,6.53,6.56,3.94,3977
13157,0.3,Good,H,SI1,63.4,57.0,4.26,4.29,2.71,421
13158,1.76,Ideal,E,SI1,61.4,57.0,7.74,7.79,4.76,17254
13159,0.7,Ideal,G,SI1,62.6,58.0,5.66,5.69,3.55,2175
13160,0.32,Ideal,D,SI1,61.3,55.0,4.4,4.44,2.71,715
13161,0.32,Ideal,E,SI1,61.6,56.0,4.4,4.42,2.72,720
13162,0.26,Very Good,D,VVS2,62.3,56.0,4.08,4.11,2.55,554
13163,1.5,Very Good,J,SI2,62.6,57.0,7.27,7.31,4.56,5233
13164,1.59,Premium,D,SI2,62.5,61.0,7.61,7.48,4.71,10748
13165,0.52,Ideal,D,SI2,60.7,56.0,5.22,5.17,3.15,1263
13166,0.7,Ideal,G,VS1,61.2,55.0,5.69,5.74,3.5,2583
13167,0.3,Ideal,D,SI2,61.4,57.0,4.3,4.33,2.65,413
13168,0.52,Ideal,D,VS2,62.5,55.0,5.14,5.17,3.22,1781
13169,1.51,Ideal,I,VS1,62.0,56.0,7.33,7.37,4.56,10860
13170,0.51,Very Good,G,VS1,62.7,56.0,5.06,5.12,3.19,1781
13171,0.32,Ideal,F,VS1,61.5,56.0,4.39,4.42,2.71,786
13172,0.31,Ideal,G,VVS1,61.9,54.0,4.39,4.43,2.73,907
13173,2.03,Premium,I,SI1,60.9,58.0,8.11,8.07,4.94,14414
13174,1.03,Premium,F,SI1,61.3,58.0,6.55,6.5,4.0,4961
13175,0.53,Ideal,E,VS2,61.9,56.0,5.2,5.22,3.22,2290
13176,0.4,Ideal,F,VVS1,63.0,54.0,4.74,4.7,2.97,1100
13177,0.32,Ideal,G,VVS1,61.8,55.0,4.39,4.41,2.72,677
13178,1.5,Premium,G,VS1,61.1,62.0,7.36,7.32,4.49,14180
13179,1.03,Good,F,SI2,63.2,58.0,6.38,6.46,4.05,4386
13180,0.33,Premium,G,VS1,61.8,58.0,4.41,4.42,2.73,854
13181,2.09,Premium,H,SI2,60.7,59.0,8.38,8.2,5.0,13132
13182,0.9,Good,D,SI1,64.1,59.0,6.04,6.01,3.86,4477
13183,1.19,Ideal,E,SI2,61.7,56.0,6.84,6.78,4.2,5358
13184,1.01,Very Good,H,SI1,63.4,58.0,6.41,6.37,4.05,4432
13185,0.7,Ideal,G,SI1,62.1,57.0,5.64,5.68,3.52,3089
13186,0.39,Premium,I,VS1,60.0,58.0,4.7,4.76,2.84,703
13187,1.02,Very Good,E,SI2,63.2,60.0,6.35,6.31,4.0,3952
13188,1.02,Ideal,F,VS1,62.1,55.0,6.43,6.48,4.01,7485
13189,2.01,Ideal,H,SI2,60.3,54.0,8.19,7.94,4.9,16900
13190,0.74,Ideal,H,SI1,61.2,57.0,5.8,5.83,3.56,2165
13191,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.34,2.69,837
13192,1.5,Premium,H,VS2,61.4,59.0,7.33,7.32,4.49,10023
13193,1.5,Very Good,J,VS1,62.1,63.0,7.27,7.31,4.52,8346
13194,0.31,Ideal,D,VS2,61.7,55.0,4.39,4.36,2.7,840
13195,1.51,Very Good,I,SI2,63.1,57.0,7.28,7.32,4.6,6215
13196,1.58,Ideal,E,SI1,62.3,54.0,7.44,7.5,4.64,13395
13197,0.36,Ideal,D,VS2,61.4,56.0,4.56,4.58,2.81,850
13198,0.59,Good,I,SI2,63.6,57.0,5.31,5.34,3.39,1119
13199,0.72,Ideal,D,VS2,61.0,56.0,5.8,5.84,3.55,3250
13200,0.3,Ideal,F,SI1,62.2,55.0,4.3,4.35,2.69,605
13201,1.07,Ideal,D,SI1,61.7,54.0,6.62,6.57,4.07,5914
13202,1.0,Premium,D,VS2,62.5,60.0,6.38,6.34,3.97,6579
13203,0.74,Ideal,G,VS2,62.3,56.0,5.77,5.8,3.61,3253
13204,0.3,Very Good,I,VS2,60.1,59.0,4.38,4.41,2.64,447
13205,0.57,Ideal,F,VS1,61.6,54.0,5.33,5.37,3.3,1890
13206,0.3,Premium,H,VVS2,60.7,58.0,4.37,4.35,2.65,788
13207,0.59,Ideal,I,SI1,61.2,54.0,5.43,5.48,3.34,2139
13208,2.01,Premium,G,VS2,62.3,59.0,8.14,8.04,5.03,18648
13209,0.9,Ideal,E,SI1,61.9,55.0,6.14,6.2,3.82,4284
13210,0.31,Ideal,H,VS1,61.1,56.0,4.37,4.39,2.68,544
13211,0.34,Premium,F,VS2,60.5,58.0,4.5,4.54,2.73,796
13212,0.85,Very Good,E,SI1,61.5,59.0,6.1,6.09,3.74,3117
13213,1.01,Premium,H,SI2,61.2,60.0,6.45,6.38,3.92,3977
13214,2.01,Premium,I,VS2,60.7,60.0,8.16,8.22,4.97,17416
13215,0.61,Ideal,G,VS2,61.4,55.0,5.45,5.48,3.37,1950
13216,1.04,Ideal,D,VVS2,60.7,57.0,6.53,6.58,3.98,10888
13217,1.0,Good,G,SI2,63.6,56.0,6.36,6.31,4.02,3875
13218,1.11,Ideal,D,VS1,61.9,55.0,6.63,6.59,4.1,9494
13219,0.41,Premium,G,VVS1,60.6,58.0,4.81,4.78,2.9,993
13220,0.53,Ideal,E,VS2,61.5,56.0,5.22,5.24,3.22,1813
13221,0.33,Ideal,E,VVS2,60.2,57.0,4.48,4.51,2.71,804
13222,0.3,Premium,E,VVS2,61.2,59.0,4.25,4.28,2.62,814
13223,0.52,Ideal,D,SI2,63.0,57.0,5.14,5.12,3.23,1223
13224,0.7,Good,H,VS1,60.7,62.0,5.66,5.69,3.46,2192
13225,2.14,Premium,H,SI2,60.1,58.0,8.35,8.33,5.03,14031
13226,0.42,Ideal,G,VS2,61.4,56.0,4.86,4.84,2.97,1048
13227,0.56,Very Good,G,VS1,62.9,55.0,5.26,5.3,3.33,1804
13228,1.01,Good,F,SI1,59.5,64.0,6.5,6.57,3.9,4989
13229,0.51,Ideal,D,SI2,61.9,57.0,5.12,5.15,3.17,1263
13230,1.71,Premium,H,SI1,62.1,61.0,7.63,7.57,4.72,10321
13231,1.01,Very Good,E,SI1,62.3,57.0,6.43,6.35,3.98,5599
13232,1.5,Fair,E,SI2,64.1,62.0,7.13,7.1,4.57,8954
13233,1.02,Ideal,D,SI2,62.4,56.0,6.43,6.46,4.01,4563
13234,0.91,Premium,G,SI2,62.3,59.0,6.16,6.21,3.85,3409
13235,0.9,Very Good,H,SI1,62.7,57.0,6.12,6.17,3.85,3201
13236,0.76,Ideal,H,VS2,61.6,55.0,5.85,5.9,3.62,3171
13237,1.02,Premium,H,SI2,60.1,59.0,6.53,6.59,3.94,4400
13238,0.7,Ideal,E,SI1,62.2,56.0,5.66,5.69,3.53,2476
13239,1.03,Ideal,E,SI1,61.2,57.0,6.52,6.55,4.01,5521
13240,1.0,Very Good,D,SI1,62.3,57.0,6.34,6.39,3.97,6332
13241,1.14,Very Good,H,SI2,61.9,59.0,6.68,6.73,4.15,4884
13242,0.28,Ideal,G,VVS2,62.1,54.0,4.22,4.25,2.63,650
13243,0.9,Ideal,G,SI2,61.6,56.0,6.17,6.19,3.81,3136
13244,0.3,Ideal,H,SI1,61.1,56.0,4.35,4.37,2.66,453
13245,0.53,Ideal,H,VS1,62.4,57.0,5.14,5.18,3.22,1454
13246,0.31,Very Good,G,SI1,59.2,63.0,4.4,4.41,2.6,547
13247,0.34,Ideal,I,VS1,62.2,57.0,4.48,4.5,2.79,496
13248,0.53,Ideal,H,VS2,61.1,56.0,5.2,5.23,3.19,1361
13249,0.7,Good,F,VS2,64.3,59.0,5.61,5.54,3.57,2462
13250,0.3,Good,G,SI2,63.4,58.0,4.26,4.29,2.71,394
13251,0.36,Ideal,D,VVS2,61.8,55.0,4.58,4.62,2.84,958
13252,0.34,Ideal,E,VS2,62.8,55.0,4.49,4.46,2.81,900
13253,0.7,Ideal,D,VS2,62.2,56.0,5.68,5.71,3.54,2867
13254,0.87,Ideal,H,SI2,62.8,57.0,6.09,6.12,3.83,2870
13255,0.58,Ideal,E,SI1,61.9,55.0,5.32,5.38,3.31,1636
13256,0.53,Ideal,D,SI1,60.4,56.0,5.24,5.28,3.18,1956
13257,0.31,Very Good,G,VS2,63.0,57.0,4.3,4.32,2.71,544
13258,0.36,Very Good,D,SI1,61.4,59.0,4.61,4.63,2.83,626
13259,0.3,Ideal,E,VVS1,62.1,55.0,4.3,4.33,2.68,895
13260,0.73,Very Good,G,VS1,60.8,57.0,5.8,5.84,3.55,2825
13261,0.9,Very Good,H,VVS2,62.7,58.0,6.14,6.17,3.85,4186
13262,1.01,Very Good,G,IF,59.8,60.0,6.59,6.54,3.93,9146
13263,0.32,Ideal,D,VS2,61.6,57.0,4.43,4.39,2.71,972
13264,0.57,Ideal,H,VVS1,61.8,56.0,5.3,5.34,3.28,1944
13265,0.73,Premium,E,SI2,61.2,60.0,5.81,5.77,3.55,2594
13266,1.2,Very Good,D,SI2,63.2,60.0,6.65,6.73,4.22,5499
13267,0.9,Ideal,G,SI2,61.6,56.0,6.22,6.24,3.83,3660
13268,0.35,Ideal,D,VS2,61.4,56.0,4.53,4.56,2.79,711
13269,2.09,Ideal,J,VS1,61.9,55.0,8.23,8.2,5.11,11883
13270,0.75,Very Good,F,VS2,61.9,58.0,5.79,5.82,3.59,2981
13271,0.52,Ideal,D,VS2,62.6,55.0,5.16,5.12,3.22,1741
13272,1.2,Ideal,G,VS2,62.8,57.0,6.76,6.8,4.25,7877
13273,2.28,Premium,H,SI2,61.1,58.0,8.45,8.4,5.16,15293
13274,0.8,Ideal,E,VS1,62.6,55.0,5.9,5.97,3.72,3276
13275,0.54,Very Good,D,VS2,60.6,58.0,5.29,5.32,3.21,2012
13276,0.32,Ideal,G,SI2,61.9,55.0,4.43,4.4,2.73,574
13277,0.7,Premium,G,SI1,60.4,60.0,5.78,5.74,3.47,2343
13278,0.3,Premium,D,VS2,61.1,59.0,4.29,4.32,2.63,710
13279,0.9,Good,G,SI1,63.9,58.0,6.08,6.04,3.88,3543
13280,1.01,Good,G,SI1,63.2,59.0,6.37,6.41,4.04,4916
13281,1.2,Premium,J,VS1,61.5,59.0,6.86,6.81,4.2,5469
13282,0.51,Very Good,E,VS2,60.3,62.0,5.18,5.2,3.13,1559
13283,0.37,Ideal,H,VVS1,62.6,57.0,4.59,4.55,2.86,869
13284,0.91,Very Good,D,SI1,61.0,58.0,6.18,6.22,3.79,5127
13285,1.5,Premium,F,SI1,61.8,59.0,7.31,7.34,4.52,11954
13286,1.5,Ideal,G,VS1,61.6,55.0,7.37,7.4,4.55,13367
13287,0.34,Very Good,D,SI1,61.7,55.0,4.48,4.51,2.77,589
13288,1.01,Premium,F,SI1,61.6,58.0,6.47,6.44,3.98,5387
13289,0.54,Ideal,F,SI1,62.2,58.0,5.2,5.23,3.24,1271
13290,0.93,Premium,G,SI1,62.3,58.0,6.18,6.22,3.86,3945
13291,1.5,Ideal,H,VS2,62.1,57.0,7.31,7.37,4.56,11434
13292,1.5,Ideal,G,SI1,62.0,57.0,7.3,7.25,4.5,10349
13293,1.02,Ideal,H,SI1,62.1,57.0,6.4,6.45,3.99,4689
13294,1.0,Very Good,F,SI1,63.6,58.0,6.31,6.34,4.01,5006
13295,0.81,Ideal,E,SI2,62.1,55.0,5.98,6.0,3.72,2819
13296,1.51,Good,E,SI2,63.6,59.0,7.26,7.3,4.64,7915
13297,0.3,Ideal,F,IF,61.7,58.0,4.28,4.3,2.65,886
13298,0.53,Ideal,G,VS1,61.9,56.0,5.17,5.2,3.21,1809
13299,0.9,Very Good,D,SI2,61.0,59.0,6.18,6.21,3.79,3843
13300,1.01,Premium,F,VS1,59.4,59.0,6.5,6.57,3.88,5786
13301,0.52,Very Good,G,VS2,62.6,55.0,5.13,5.16,3.22,1336
13302,0.7,Ideal,D,VS2,60.8,55.0,5.76,5.78,3.5,3625
13303,0.53,Premium,E,SI1,61.6,59.0,5.13,5.18,3.18,1607
13304,0.9,Ideal,E,SI1,62.6,56.0,6.16,6.19,3.86,4853
13305,0.28,Ideal,F,VS2,61.0,55.0,4.24,4.19,2.56,481
13306,0.4,Premium,G,VS1,62.1,60.0,4.75,4.71,2.93,983
13307,0.32,Ideal,G,IF,62.6,57.0,4.37,4.35,2.73,957
13308,0.5,Premium,F,SI1,60.3,61.0,5.16,5.14,3.1,1374
13309,2.01,Very Good,I,VS2,60.9,61.0,8.17,8.14,4.97,15619
13310,0.4,Ideal,E,VS2,60.8,57.0,4.77,4.81,2.91,960
13311,0.46,Good,E,VS1,60.1,61.0,4.96,5.02,3.0,1415
13312,0.34,Very Good,G,VS2,61.4,56.0,4.51,4.54,2.77,581
13313,0.34,Ideal,E,VS1,60.6,57.0,4.52,4.53,2.74,1033
13314,0.53,Ideal,E,VS2,61.2,56.0,5.23,5.25,3.21,1781
13315,1.51,Very Good,I,VS2,60.5,57.0,7.36,7.43,4.47,8780
13316,0.34,Premium,E,SI1,62.7,58.0,4.46,4.44,2.79,599
13317,0.29,Ideal,J,VVS1,60.9,58.0,4.25,4.31,2.6,523
13318,0.53,Ideal,D,VS2,61.6,55.0,5.22,5.24,3.22,1722
13319,1.12,Ideal,F,SI1,61.9,57.0,6.61,6.64,4.1,5606
13320,1.31,Ideal,G,VS1,62.3,55.0,7.01,6.95,4.36,10197
